premises_name,premise_address_1,premise_city,premise_state,premise_zip,clean_name,chain_name,business_type,ollama_category,business_type_final,is_chain
JET'S PIZZA,920 PARK CENTER DR,Charlotte,NC,,JET S PIZZA,,pizza,,pizza,0
JIM `N NICK`S BAR-B-Q,13840 STEELE CREEK RD,Charlotte,NC,,JIM N NICK S BAR-B-Q,,bar,,bar,0
JIMMY  JOHN'S #2154,9130 HARRIS CORNERS PY,Charlotte,NC,,JIMMY JOHN S,,other,fast_food_burger,fast_food_burger,0
JIMMY JOHN'S # 4385,4923 TROJAN DR,Charlotte,NC,,JIMMY JOHN S,,other,fast_food_burger,fast_food_burger,0
JIMMY JOHN'S #2155,9525 BIRKDALE CROSSING DR,Charlotte,NC,,JIMMY JOHN S,,other,fast_food_burger,fast_food_burger,0
JIMMY JOHN'S #2156,19732 WEST CATAWBA AV,Charlotte,NC,,JIMMY JOHN S,,other,fast_food_burger,fast_food_burger,0
JIMMY JOHN'S #4132 WHITEHALL,7808 S TRYON ST,Charlotte,NC,,JIMMY JOHN S WHITEHALL,,other,fast_food_burger,fast_food_burger,0
JIMMY JOHN'S SANDWICHES #1124,2233 MATTHEWS TOWNSHIP PY,Charlotte,NC,,JIMMY JOHN S SANDWICHES,,fast_food_sandwich,,fast_food_sandwich,0
JIMMY JOHNS #1861,8912 PINEVILLE-MATTHEWS RD,Charlotte,NC,,JIMMY JOHNS,JIMMY JOHNS,fast_food_sandwich,,fast_food_sandwich,1
JIMMY JOHNS #1862,16015 LANCASTER HY,Charlotte,NC,,JIMMY JOHNS,JIMMY JOHNS,fast_food_sandwich,,fast_food_sandwich,1
JIMMY JOHNS #1904,4500 PARK RD,Charlotte,NC,,JIMMY JOHNS,JIMMY JOHNS,fast_food_sandwich,,fast_food_sandwich,1
JIMMY JOHNS #1905,2400 SOUTH BV,Charlotte,NC,,JIMMY JOHNS,JIMMY JOHNS,fast_food_sandwich,,fast_food_sandwich,1
JIMMY JOHNS #2974,13129 S TRYON ST,Charlotte,NC,,JIMMY JOHNS,JIMMY JOHNS,fast_food_sandwich,,fast_food_sandwich,1
JIMMY JOHNS #3225,10032 UNIVERSITY CITY BV,Charlotte,NC,,JIMMY JOHNS,JIMMY JOHNS,fast_food_sandwich,,fast_food_sandwich,1
JIMMY JOHNS #3226,14311 REESE BV,Charlotte,NC,,JIMMY JOHNS,JIMMY JOHNS,fast_food_sandwich,,fast_food_sandwich,1
JIMMY JOHNS #4087,7014 TUTOR ST,Charlotte,NC,,JIMMY JOHNS,JIMMY JOHNS,fast_food_sandwich,,fast_food_sandwich,1
JIMMY JOHNS #4249,9848 REA RD,Charlotte,NC,,JIMMY JOHNS,JIMMY JOHNS,fast_food_sandwich,,fast_food_sandwich,1
JIMMY JOHNS GOURMET SANDWICHES #4131,300 N COLLEGE ST,Charlotte,NC,,JIMMY JOHNS GOURMET SANDWICHES,JIMMY JOHNS,fast_food_sandwich,,fast_food_sandwich,1
JIMMY JOHN`S #987,3014 DRIWOOD CT,Charlotte,NC,,JIMMY JOHN S,,other,fast_food_burger,fast_food_burger,0
JIMMY JOHN`S GOURMET SANDWICHES #789,350 E MCCULLOUGH DR,Charlotte,NC,,JIMMY JOHN S GOURMET SANDWICHES,,fast_food_sandwich,,fast_food_sandwich,0
"JIMMY, THE",2839 SELWYN AV,Charlotte,NC,,JIMMY,,other,fast_food_burger,fast_food_burger,0
JIN JIN RESTAURANT,9115 SAMLEN LN,Charlotte,NC,,JIN JIN RESTAURANT,,full_service,,full_service,0
JIN JIN,14231 MARKET SQUARE DR,Charlotte,NC,,JIN JIN,,other,grocery_deli,grocery_deli,0
JINYA BARCLAY DOWNS,4401 BARCLAY DOWNS DR,Charlotte,NC,,JINYA BARCLAY DOWNS,,bar,,bar,0
JINYA RAMEN BAR ALLY CENTER,601 S TRYON ST,Charlotte,NC,,JINYA RAMEN BAR ALLY CENTER,,bar,,bar,0
JJ'S RED HOTS,1514 EAST BV,Charlotte,NC,,JJ S RED HOTS,,other,fast_food_burger,fast_food_burger,0
JOA KOREAN FOOD,8016 PROVIDENCE RD,Charlotte,NC,,JOA KOREAN FOOD,,asian_other,,asian_other,0
JOCKS AND JILLS SPORTS GRILL,4109 SOUTH STREAM BV,Charlotte,NC,,JOCKS AND JILLS SPORTS GRILL,,full_service,,full_service,0
JOE MOMMAS GRILL & PIZZERIA,9124 S TRYON ST,Charlotte,NC,,JOE MOMMAS GRILL & PIZZERIA,,pizza,,pizza,0
JOHNNY BRUSCOS,9515 RIVERBEND VILLAGE DR,Charlotte,NC,,JOHNNY BRUSCOS,,other,fast_food_chicken,fast_food_chicken,0
JONATHANS,10630 INDEPENDENCE POINTE PY,Charlotte,NC,,JONATHANS,,other,other,other,0
JOYS BIRYANI N KABABS,212 N POLK ST,Charlotte,NC,,JOYS BIRYANI N KABABS,,other,asian_other,asian_other,0
JP LAO KITCHEN,2604 LITTLE ROCK RD,Charlotte,NC,,JP LAO KITCHEN,,full_service,,full_service,0
JUAN LOCO,8301 MAGNOLIA ESTATES DR,Charlotte,NC,,JUAN LOCO,,other,fast_food_mexican,fast_food_mexican,0
JUANITAS BAKERY & GRILL,6215 BROOKSHIRE BV,Charlotte,NC,,JUANITAS BAKERY & GRILL,,bakery_cafe,,bakery_cafe,0
JUICIN JUICE BAR,5818 HIGHLAND SHOPPES DR,Charlotte,NC,,JUICIN JUICE BAR,,bar,,bar,0
"JUICY CRAB NORTHLAKE, THE",6801 NORTHLAKE MALL DR,Charlotte,NC,,JUICY CRAB NORTHLAKE,,seafood,,seafood,0
JUKE BOX DINER,14523 CAROWINDS BV,Charlotte,NC,,JUKE BOX DINER,,full_service,,full_service,0
JULIANA PIZZA,9858 MONROE RD,Charlotte,NC,,JULIANA PIZZA,,pizza,,pizza,0
JUNIPER GRILL BALLANTYNE,15235 JOHN J DELANEY DR,Charlotte,NC,,JUNIPER GRILL BALLANTYNE,,full_service,,full_service,0
JUST FRESH #013,5900 QUAIL HOLLOW RD,Charlotte,NC,,JUST FRESH,,other,fast_food_burger,fast_food_burger,0
JUST FRESH,301 S TRYON ST,Charlotte,NC,,JUST FRESH,,other,grocery_deli,grocery_deli,0
JUST PLAY,9535 SOUTH BV,Charlotte,NC,,JUST PLAY,,other,sports_bar,sports_bar,0
JW MARRIOTT CLT AURA ROOFTOP BAR,600 S COLLEGE ST,Charlotte,NC,,JW MARRIOTT CLT AURA ROOFTOP BAR,,bar,,bar,0
JW MARRIOTT CLT CAROLINES OYSTER BAR & EVENTS,600 SOUTH COLLEGE ST,Charlotte,NC,,JW MARRIOTT CLT CAROLINES OYSTER BAR & EVENTS,,bar,,bar,0
JW MARRIOTT CLT DEANS ITALIAN STEAKHOUSE,600 S COLLEGE ST,Charlotte,NC,,JW MARRIOTT CLT DEANS ITALIAN STEAKHOUSE,,coffee_shop,,coffee_shop,0
K POT KOREAN BBQ & HOT POT,8652 PINEVILLE-MATTHEWS RD,Charlotte,NC,,K POT KOREAN BBQ & HOT POT,,bbq,,bbq,0
K POT KOREAN BBQ & HOT POT,8760 J M KEYNES DR,Charlotte,NC,,K POT KOREAN BBQ & HOT POT,,bbq,,bbq,0
K POT KOREAN BBQ & HOT POT,9609 E INDEPENDENCE BV,Charlotte,NC,,K POT KOREAN BBQ & HOT POT,,bbq,,bbq,0
KABAB 2 GO,4200 SOUTH BV,Charlotte,NC,,KABAB GO,,other,fast_food_pizza,fast_food_pizza,0
KABUTO 51 OF CHARLOTTE INC,7724 PINEVILLE-MATTHEWS RD,Charlotte,NC,,KABUTO OF CHARLOTTE,,other,other,other,0
KABUTO JAPANESE STEAK HOUSE,446 TYVOLA RD,Charlotte,NC,,KABUTO JAPANESE STEAK HOUSE,,coffee_shop,,coffee_shop,0
KABUTO JAPANESE STEAKHOUSE,16516 NORTHCROSS DR,Charlotte,NC,,KABUTO JAPANESE STEAKHOUSE,,coffee_shop,,coffee_shop,0
KABUTO,1001 E W T HARRIS BV,Charlotte,NC,,KABUTO,,other,other,other,0
KAIRU SUSHI AND NOODLE BAR,9709 SAM FURR RD,Charlotte,NC,,KAIRU SUSHI AND NOODLE BAR,,bar,,bar,0
KATZ DELI,8624 CAMFIELD ST,Charlotte,NC,,KATZ DELI,,fast_food_sandwich,,fast_food_sandwich,0
KEN COOKS,430 OLD LITTLE ROCK RD,Charlotte,NC,,KEN COOKS,,other,other,other,0
KENTUCKY FRIED CHICKEN #E320060,321 E WOODLAWN RD,Charlotte,NC,,KENTUCKY FRIED CHICKEN E320060,,fast_food_chicken,,fast_food_chicken,0
KENTUCKY FRIED CHICKEN E320063,9010 S TRYON ST,Charlotte,NC,,KENTUCKY FRIED CHICKEN E320063,,fast_food_chicken,,fast_food_chicken,0
KFC # E320061,5032 SUNSET RD,Charlotte,NC,,KFC E320061,KFC,fast_food_chicken,,fast_food_chicken,1
KFC #25 E320057,1101 N WENDOVER RD,Charlotte,NC,,KFC E320057,KFC,fast_food_chicken,,fast_food_chicken,1
KFC #E320062,6320 W SUGAR CREEK RD,Charlotte,NC,,KFC E320062,KFC,fast_food_chicken,,fast_food_chicken,1
KFC #E320068,2639 FREEDOM DR,Charlotte,NC,,KFC E320068,KFC,fast_food_chicken,,fast_food_chicken,1
KFC #E320100,1045 W SUGAR CREEK RD,Charlotte,NC,,KFC E320100,KFC,fast_food_chicken,,fast_food_chicken,1
KFC/TACO BELL #E320066,5540 UNIVERSITY POINTE BV,Charlotte,NC,,KFC/TACO BELL E320066,KFC,fast_food_chicken,,fast_food_chicken,1
KID CASHEW FARMER BUTCHER,1608 EAST BV,Charlotte,NC,,KID CASHEW FARMER BUTCHER,,other,institutional,institutional,0
KILLINGTON`S RESTAURANT AND PUB,10010 ROSE COMMONS DR,Charlotte,NC,,KILLINGTON S RESTAURANT AND PUB,,bar,,bar,0
KINDRED RESTAURANT,131 N MAIN ST,Charlotte,NC,,KINDRED RESTAURANT,,full_service,,full_service,0
KING CRAB JUICY SEAFOOD,7401 E INDEPENDENCE BV,Charlotte,NC,,KING CRAB JUICY SEAFOOD,,seafood,,seafood,0
KING FISH POKE,350 E MCCULLOUGH DR,Charlotte,NC,,KING FISH POKE,,other,seafood,seafood,0
KING OF FIRE PIZZA,435 S TRYON ST,Charlotte,NC,,KING OF FIRE PIZZA,,pizza,,pizza,0
KITCHEN + KOCKTAILS BY KEVIN KELLEY,210 E TRADE ST,Charlotte,NC,,KITCHEN KOCKTAILS BY KEVIN KELLEY,,full_service,,full_service,0
KOKOMO'S COFFEEHOUSE,100 BEATTIES FORD RD,Charlotte,NC,,KOKOMO S COFFEEHOUSE,,coffee_shop,,coffee_shop,0
KONNICHIWA SUSHI STEAK SEAFOOD,1315 EAST BV,Charlotte,NC,,KONNICHIWA SUSHI STEAK SEAFOOD,,coffee_shop,,coffee_shop,0
KOSTAS KITCHEN EMERYWOOD,1317 EMERYWOOD DR,Charlotte,NC,,KOSTAS KITCHEN EMERYWOOD,,full_service,,full_service,0
KOSTAS KITCHEN,2925 YORKMONT RD,Charlotte,NC,,KOSTAS KITCHEN,,full_service,,full_service,0
KOZI ITALIAN STREET FOOD,11318 NORTH COMMUNITY HOUSE RD,Charlotte,NC,,KOZI ITALIAN STREET FOOD,,other,fast_food_mexican,fast_food_mexican,0
KRAZY CURRY,9101 PINEVILLE-MATTHEWS RD,Charlotte,NC,,KRAZY CURRY,,other,fast_food_mexican,fast_food_mexican,0
KRISTOPHER'S SPORTS BAR AND GRILLE,250 N TRADE ST,Charlotte,NC,,KRISTOPHER S SPORTS BAR AND GRILLE,,sports_bar,,sports_bar,0
KS ASIAN XPRESS,10102 ALBEMARLE RD,Charlotte,NC,,KS ASIAN XPRESS,,other,asian_chinese,asian_chinese,0
KUNG FOO,8625 LINDHOLM DR,Charlotte,NC,,KUNG FOO,,other,asian_chinese,asian_chinese,0
KUNG FU TEA ARBORETUM,8200 PROVIDENCE RD,Charlotte,NC,,KUNG FU TEA ARBORETUM,,coffee_shop,,coffee_shop,0
KUNG FU TEA UNIVERSITY,9605 N TRYON ST,Charlotte,NC,,KUNG FU TEA UNIVERSITY,,coffee_shop,,coffee_shop,0
KUNG FU TEA,4200 SOUTH BV,Charlotte,NC,,KUNG FU TEA,,coffee_shop,,coffee_shop,0
KUNU COFFEE,18644 WEST CATAWBA AV,Charlotte,NC,,KUNU COFFEE,,coffee_shop,,coffee_shop,0
L'OSTRICA RESTAURANT,4701 PARK RD,Charlotte,NC,,L OSTRICA RESTAURANT,,full_service,,full_service,0
LA AUTENTICA MEXICAN RESTAURANT,1101 CENTRAL AV,Charlotte,NC,,LA AUTENTICA MEXICAN RESTAURANT,,mexican,,mexican,0
LA BELLE HELENE,300 S TRYON,Charlotte,NC,,LA BELLE HELENE,,other,bbq,bbq,0
LA CAPITAL MX,1910 SOUTH BV,Charlotte,NC,,LA CAPITAL MX,,other,fast_food_mexican,fast_food_mexican,0
LA CARIDAD RESTAURANT,6404 ALBEMARLE RD,Charlotte,NC,,LA CARIDAD RESTAURANT,,full_service,,full_service,0
LA CATRACHA,820 E ARROWOOD RD,Charlotte,NC,,LA CATRACHA,,other,mexican,mexican,0
LA DOLCEKCA BAKERY CAFE,1607 MONTFORD DR,Charlotte,NC,,LA DOLCEKCA BAKERY CAFE,,coffee_shop,,coffee_shop,0
LA FETE,555 S MCDOWELL ST,Charlotte,NC,,LA FETE,,other,mexican,mexican,0
LA FINCA MEXICAN RESTAURANT,4801 N TRYON ST,Charlotte,NC,,LA FINCA MEXICAN RESTAURANT,,mexican,,mexican,0
LA FONDA COLOMBIANA,11329 E INDEPENDENCE BV,Charlotte,NC,,LA FONDA COLOMBIANA,,other,mexican,mexican,0
LA GUATEMALTECA BAKERY & RESTAURANT,6132 N TRYON ST,Charlotte,NC,,LA GUATEMALTECA BAKERY & RESTAURANT,,bakery_cafe,,bakery_cafe,0
LA LUNA 2,8829 E W T HARRIS BV,Charlotte,NC,,LA LUNA,,other,fast_food_mexican,fast_food_mexican,0
LA MICHOACANA TAQUERIA Y TORTILLERIA,5400 NEVIN RD,Charlotte,NC,,LA MICHOACANA TAQUERIA Y TORTILLERIA,,mexican,,mexican,0
LA PANADERIA,11229 E INDEPENDENCE BV,Charlotte,NC,,LA PANADERIA,,other,bakery_cafe,bakery_cafe,0
LA PARISIENNE COCOTTE,9623 BAILEY RD,Charlotte,NC,,LA PARISIENNE COCOTTE,,other,other,other,0
LA POBLANITA BAR AND GRILL,1923 WESTINGHOUSE BV,Charlotte,NC,,LA POBLANITA BAR AND GRILL,,bar,,bar,0
LA PREFERIDA MEXICAN RESTAURANT,6625 SOUTH BV,Charlotte,NC,,LA PREFERIDA MEXICAN RESTAURANT,,mexican,,mexican,0
LA SA SON BY WINTER,4200 SOUTH BV,Charlotte,NC,,LA SA SON BY WINTER,,other,fast_food_mexican,fast_food_mexican,0
LA SHISH KABAB,3117 N SHARON AMITY RD,Charlotte,NC,,LA SHISH KABAB,,other,fast_food_pizza,fast_food_pizza,0
LA UNICA MEXICAN RESTAURANT,16203 NORTHCROSS DR,Charlotte,NC,,LA UNICA MEXICAN RESTAURANT,,mexican,,mexican,0
LA UNICA MEXICAN RESTAURANT,1823 EAST ARBORS DR,Charlotte,NC,,LA UNICA MEXICAN RESTAURANT,,mexican,,mexican,0
LA UNICA MEXICAN RESTAURANT,900 NC MUSIC FACTORY BV,Charlotte,NC,,LA UNICA MEXICAN RESTAURANT,,mexican,,mexican,0
LA UNICA SUPERCENTER PRODUCE AND JUICE BAR,5323 E INDEPENDENCE BV,Charlotte,NC,,LA UNICA SUPERCENTER PRODUCE AND JUICE BAR,,bar,,bar,0
LA UNICA SUPERCENTER TAQUERIA/BAKERY/TORTILLERIA,5323 E INDEPENDENCE BV,Charlotte,NC,,LA UNICA SUPERCENTER TAQUERIA/BAKERY/TORTILLERIA,,mexican,,mexican,0
LA VICTORIA COCINA MEXICANA AND BAR,16801 CALDWELL CREEK DR,Charlotte,NC,,LA VICTORIA COCINA MEXICANA AND BAR,,bar,,bar,0
LA VICTORIA,16139 LANCASTER HY,Charlotte,NC,,LA VICTORIA,,other,mexican,mexican,0
LA ZIMA BAR AND GRILL,111 EASTWAY DR,Charlotte,NC,,LA ZIMA BAR AND GRILL,,bar,,bar,0
LA-TEA-DA'S CATERING,3401 COMMONWEALTH AV,Charlotte,NC,,LA-TEA-DA S CATERING,,coffee_shop,,coffee_shop,0
LAGZ RESTAURANT BAR & GRILLE,2539 LITTLE ROCK RD,Charlotte,NC,,LAGZ RESTAURANT BAR & GRILLE,,bar,,bar,0
LAI LAI EXPRESS,1607 MONTFORD DR,Charlotte,NC,,LAI LAI EXPRESS,,other,fast_food_chicken,fast_food_chicken,0
LAKE NORMAN RESIDENCE INN,16830 KENTON DR,Charlotte,NC,,LAKE NORMAN RESIDENCE INN,,other,institutional,institutional,0
LAKOU RESTAURANT,5630 N GRAHAM ST,Charlotte,NC,,LAKOU RESTAURANT,,full_service,,full_service,0
LAMS KITCHEN,3016 WEDDINGTON RD,Charlotte,NC,,LAMS KITCHEN,,full_service,,full_service,0
LANCASTER`S BBQ #102,9230 BEATTIES FORD RD,Charlotte,NC,,LANCASTER S BBQ,,bbq,,bbq,0
LANDMARK FAMILY RESTAURANT,4429 CENTRAL AV,Charlotte,NC,,LANDMARK FAMILY RESTAURANT,,full_service,,full_service,0
LANG VAN RESTAURANT,3019 SHAMROCK DR,Charlotte,NC,,LANG VAN RESTAURANT,,full_service,,full_service,0
LANZHOU HAND-PULLED NOODLES,929 PARK CENTER DR,Charlotte,NC,,LANZHOU HAND-PULLED NOODLES,,other,asian_chinese,asian_chinese,0
LAS AMERICAS RESTAURANT,8652 PINEVILLE-MATTHEWS RD,Charlotte,NC,,LAS AMERICAS RESTAURANT,,full_service,,full_service,0
LAS MARGARITAS,4426 E INDEPENDENCE BV,Charlotte,NC,,LAS MARGARITAS,,other,fast_food_mexican,fast_food_mexican,0
LAS MERAS TORTAS,14601 STATESVILLE RD,Charlotte,NC,,LAS MERAS TORTAS,,other,fast_food_mexican,fast_food_mexican,0
LAS MERAS TORTAS,5661 FARM POND LN,Charlotte,NC,,LAS MERAS TORTAS,,other,fast_food_mexican,fast_food_mexican,0
LAS PALMAS MEXICAN GRILL,2002 WESTINGHOUSE BV,Charlotte,NC,,LAS PALMAS MEXICAN GRILL,,mexican,,mexican,0
LAS PUPUSAS DELI,2615 LITTLE ROCK RD,Charlotte,NC,,LAS PUPUSAS DELI,,fast_food_sandwich,,fast_food_sandwich,0
LATINO GRILL,4601 SUNSET RD,Charlotte,NC,,LATINO GRILL,,full_service,,full_service,0
LAWRENCE CARIBBEAN,3011 WEST BV,Charlotte,NC,,LAWRENCE CARIBBEAN,,other,fast_food_mexican,fast_food_mexican,0
LE KEBAB GRILL,350 E MCCULLOUGH DR,Charlotte,NC,,LE KEBAB GRILL,,full_service,,full_service,0
LE PEEP RESTAURANT,8140 PROVIDENCE RD,Charlotte,NC,,LE PEEP RESTAURANT,,full_service,,full_service,0
LE'S SANDWICHES AND CAFE,217 E SUGAR CREEK RD,Charlotte,NC,,LE S SANDWICHES AND CAFE,,coffee_shop,,coffee_shop,0
LEBOWSKIS NEIGHBORHOOD GRILL,1524 EAST BV,Charlotte,NC,,LEBOWSKIS NEIGHBORHOOD GRILL,,full_service,,full_service,0
LEES HOAGIE HOUSE,15025 LANCASTER HY,Charlotte,NC,,LEES HOAGIE HOUSE,,other,fast_food_sandwich,fast_food_sandwich,0
LEGION BREWERY,1906 COMMONWEALTH AV,Charlotte,NC,,LEGION BREWERY,,bar,,bar,0
LEGION BREWING MOREHEAD,2013 W MOREHEAD ST,Charlotte,NC,,LEGION BREWING MOREHEAD,,other,bar,bar,0
LEGION BREWING,5610 CARNEGIE BV,Charlotte,NC,,LEGION BREWING,,other,coffee_shop,coffee_shop,0
LEMPIRA RESTAURANT- CENTRAL,4439 CENTRAL AV,Charlotte,NC,,LEMPIRA RESTAURANT- CENTRAL,,full_service,,full_service,0
LEMPIRA RESTAURANT,140 EASTWAY DR,Charlotte,NC,,LEMPIRA RESTAURANT,,full_service,,full_service,0
LEMPIRA RESTAURANT,5906 SOUTH BV,Charlotte,NC,,LEMPIRA RESTAURANT,,full_service,,full_service,0
LENNY BOY BREWING CO,3000 S TRYON ST,Charlotte,NC,,LENNY BOY BREWING,,other,bar,bar,0
LEOS ITALIAN SOCIAL,4720 PIEDMONT ROW DR,Charlotte,NC,,LEOS ITALIAN SOCIAL,,other,other,other,0
LEROY FOX II,1616 CAMDEN RD,Charlotte,NC,,LEROY FOX II,,other,other,other,0
LEROY FOX,705 S SHARON AMITY RD,Charlotte,NC,,LEROY FOX,,other,other,other,0
LETS MEAT,1400 S CHURCH ST,Charlotte,NC,,LETS MEAT,,other,food_truck,other,0
LEVANTES PIZZA,10405 PARK RD,Charlotte,NC,,LEVANTES PIZZA,,pizza,,pizza,0
LI'S NOODLES ASIAN KITCHEN,10915 MONROE RD,Charlotte,NC,,LI S NOODLES ASIAN KITCHEN,,full_service,,full_service,0
LIBRETTO'S PIZZERIA - BALLANTYNE,15205 JOHN J DELANEY DR,Charlotte,NC,,LIBRETTO S PIZZERIA - BALLANTYNE,,pizza,,pizza,0
LIFE TIME ATHLETIC LIFE CAFE,11220 GOLF LINKS DR,Charlotte,NC,,LIFE TIME ATHLETIC LIFE CAFE,,coffee_shop,,coffee_shop,0
LIFE TIME BARSTRO,11220 GOLF LINKS DR,Charlotte,NC,,LIFE TIME BARSTRO,,bar,,bar,0
LIMANI,6902 PHILLIPS PLACE CT,Charlotte,NC,,LIMANI,,other,fast_food_burger,fast_food_burger,0
LINCOLN ST KITCHEN,1320 S CHURCH ST,Charlotte,NC,,LINCOLN ST KITCHEN,,full_service,,full_service,0
LINK & PIN #4102,8128 PROVIDENCE RD,Charlotte,NC,,LINK & PIN,,other,other,other,0
LINK & PIN,9723 SAM FURR RD,Charlotte,NC,,LINK & PIN,,other,other,other,0
LITTLE MAMAS ITALIAN KITCHEN,4521 SHARON RD,Charlotte,NC,,LITTLE MAMAS ITALIAN KITCHEN,,full_service,,full_service,0
LITTLE MAMAS ITALIAN KITCHEN,9825 SANDY ROCK PL,Charlotte,NC,,LITTLE MAMAS ITALIAN KITCHEN,,full_service,,full_service,0
LOCAL LOAF EATERY,800 E 35TH ST,Charlotte,NC,,LOCAL LOAF EATERY,,other,bakery_cafe,bakery_cafe,0
LOCAL THE,105 E 5TH ST,Charlotte,NC,,LOCAL,,other,other,other,0
LOCKER ROOM #306-310,800 S MINT ST,Charlotte,NC,,LOCKER ROOM -,,other,institutional,institutional,0
"LODGE, THE",7725 COLONY RD,Charlotte,NC,,LODGE,,other,institutional,institutional,0
LONDON D'S,832 E 4TH ST,Charlotte,NC,,LONDON D S,,other,fast_food_burger,fast_food_burger,0
LONGHORN STEAKHOUSE # 5635,4909 TROJAN DR,Charlotte,NC,,LONGHORN STEAKHOUSE,,coffee_shop,,coffee_shop,0
LONGHORN STEAKHOUSE #136,8115 OLD MALLARD CREEK RD,Charlotte,NC,,LONGHORN STEAKHOUSE,,coffee_shop,,coffee_shop,0
LONGHORN STEAKHOUSE #5520,9950 E INDEPENDENCE BV,Charlotte,NC,,LONGHORN STEAKHOUSE,,coffee_shop,,coffee_shop,0
LONGHORN STEAKHOUSE #99,10605 CENTRUM PY,Charlotte,NC,,LONGHORN STEAKHOUSE,,coffee_shop,,coffee_shop,0
LONGHORN STEAKHOUSE,16641 STATESVILLE RD,Charlotte,NC,,LONGHORN STEAKHOUSE,,coffee_shop,,coffee_shop,0
LOONG ASIAN CUISINE,9815 SAM FURR RD,Charlotte,NC,,LOONG ASIAN CUISINE,,other,asian_chinese,asian_chinese,0
LORENZO`S PIZZERIA,16721 ORCHARD STONE RN,Charlotte,NC,,LORENZO S PIZZERIA,,pizza,,pizza,0
LOS CHAMOS CHARLOTTE,7001 SOUTH BV,Charlotte,NC,,LOS CHAMOS CHARLOTTE,,other,mexican,mexican,0
LOS PAISAS RESTAURANT,8318 PINEVILLE-MATTHEWS RD,Charlotte,NC,,LOS PAISAS RESTAURANT,,full_service,,full_service,0
LOS REYES DELI AND MEAT MARKET,4416 CENTRAL AV,Charlotte,NC,,LOS REYES DELI AND MEAT MARKET,,fast_food_sandwich,,fast_food_sandwich,0
LOS REYES II,7308 E INDEPENDENCE BV,Charlotte,NC,,LOS REYES II,,other,fast_food_mexican,fast_food_mexican,0
LOSO TAVERN,4548 OLD PINEVILLE RD,Charlotte,NC,,LOSO TAVERN,,bar,,bar,0
LOTTIES CAFE,210 E TRADE ST,Charlotte,NC,,LOTTIES CAFE,,coffee_shop,,coffee_shop,0
LOTUS CAFE,8610 CAMFIELD ST,Charlotte,NC,,LOTUS CAFE,,coffee_shop,,coffee_shop,0
LOTUS CHINESE CUISINE,3716 W W T HARRIS BV,Charlotte,NC,,LOTUS CHINESE CUISINE,,asian_chinese,,asian_chinese,0
LOTUS CUISINE II,4100 CARMEL RD,Charlotte,NC,,LOTUS CUISINE II,,other,asian_chinese,asian_chinese,0
LOUISIANA FRIED CHICKEN,7008 E W T HARRIS BV,Charlotte,NC,,LOUISIANA FRIED CHICKEN,,fast_food_chicken,,fast_food_chicken,0
LOVE IN ACTION CAFE,4419 TUCKASEEGEE ROAD,Charlotte,NC,,LOVE IN ACTION CAFE,,coffee_shop,,coffee_shop,0
LOVES TRAVEL STOPS & COUNTRY STORES #714,2603 SAM WILSON RD,Charlotte,NC,,LOVES TRAVEL STOPS & COUNTRY STORES,,other,grocery_deli,grocery_deli,0
LOWES FOODS #280 DELI & BAKERY,14021 BOREN ST,Charlotte,NC,,LOWES FOODS DELI & BAKERY,,fast_food_sandwich,,fast_food_sandwich,0
"LOYALIST MARKET, THE",435 N TRADE ST,Charlotte,NC,,LOYALIST MARKET,,grocery_deli,,grocery_deli,0
LUCE RISTORANTE & BAR,214 N TRYON ST,Charlotte,NC,,LUCE RISTORANTE & BAR,,bar,,bar,0
LUCKY LOU'S TAVERN,5124 PARK RD,Charlotte,NC,,LUCKY LOU S TAVERN,,bar,,bar,0
LUCKY STRIKE MATTHEWS,11210 BRIGMAN RD,Charlotte,NC,,LUCKY STRIKE MATTHEWS,,other,fast_food_burger,fast_food_burger,0
LUCKY STRIKE,1700 MONTFORD DR,Charlotte,NC,,LUCKY STRIKE,,other,fast_food_burger,fast_food_burger,0
LUIGI`S PIZZA,13551 STEELECROFT PY,Charlotte,NC,,LUIGI S PIZZA,,pizza,,pizza,0
LUIGI`S PIZZA,8170 S TRYON ST,Charlotte,NC,,LUIGI S PIZZA,,pizza,,pizza,0
LULA BANH MI AND PHO,8200 PROVIDENCE RD,Charlotte,NC,,LULA BANH MI AND PHO,,asian_other,,asian_other,0
LULABELLES,9335 CENTER LAKE DR,Charlotte,NC,,LULABELLES,,other,fast_food_mexican,fast_food_mexican,0
LULU'S EXPRESS,2400 TUCKASEEGEE RD,Charlotte,NC,,LULU S EXPRESS,,other,fast_food_burger,fast_food_burger,0
LUPIES CAFE,2718 MONROE RD,Charlotte,NC,,LUPIES CAFE,,coffee_shop,,coffee_shop,0
MA LUZ MEXICAN GRILL,7003 UNIVERSITY CITY BV,Charlotte,NC,,MA LUZ MEXICAN GRILL,,mexican,,mexican,0
MA MA WOK,11914 ELM LN,Charlotte,NC,,MA MA WOK,,asian_chinese,,asian_chinese,0
MABI COCINA TROPICAL,416 E 36TH ST,Charlotte,NC,,MABI COCINA TROPICAL,,other,mexican,mexican,0
MAC'S SPEED SHOP-MATTHEWS,142 E JOHN ST,Charlotte,NC,,MAC S SPEED SHOP-MATTHEWS,,other,food_truck,other,0
MACCHU PICCHU,123 MAIN ST,Charlotte,NC,,MACCHU PICCHU,,other,other,other,0
